MOF Name,Ref Code,Reference
{[Zn2(L)­(H2O)2]·(5DMF)·(2H2O)}<|>1,ATAYAX,10.1021/acs.inorgchem.6b00154
{[Cu2(L)­(H2O)2]·(5DMF)·(5H2O)}<|>1Cu,ATAYEB,10.1021/acs.inorgchem.6b00154
{[Gd4(HCOO)2(SO4)5(H2O)6]·H2O}(n2)<|>complex 2,QUHMOX,10.1021/acs.inorgchem.5b00214
Gd(HCOO)(SO4)(H2O)<|>complex 3,QUHMEN,10.1021/acs.inorgchem.5b00214
∞3{[Cu2(μ-L1)2(μ-L4)2][Cu(μ-L4)3/2(CH3CN)]2(ClO4)4·6CH3CN}<|>6,FUFQUT,10.1021/cg800774z
{Co(L1)(NDC)}(n4)<|>polymer 4,RIWVAV,10.1021/cg700758c
{Ni(L2)(NDC)}(n5)<|>polymer 5,RIWVEZ,10.1021/cg700758c
[Zn(btca)(im)]·(DMF)<|>compound 2,TITBIJ,10.1021/ic402467g
La−CoPCP<|>La−Co,IYICUP,10.1021/ic102361d
[Zn(HPO3)(C4H6N2)]<|>compound 1,XANZES,10.1021/ic048204u
[Zn2(HPO3)2(C14H14N4)]<|>compound 4,XANZOC,10.1021/ic048204u
{Ca(AIP)(OH2)4}<|>compound 1<|>1,TIPKAF,10.1021/ic070113k
"CuEBTC<|>Cu-ethyl-benzene-1,3,5-tricarboxylate",LAZXOB,10.1021/cg300518k
[Co(im)2·0.5DMA]∞<|>compound 6,NAFGOR01,10.1021/ic049713z
[Co(im)2·0.5Ch]∞<|>compound 7',EQOCES01,10.1021/ic049713z
"CuI-3<|>Cu2I2(3,3′-bpy)2",SUQFUH01,10.1021/acs.inorgchem.8b03641
M(malo)(HFlu)<|>compound 1<|>1,GUXPUL,10.1021/cg801188r
M(malo)(HFlu)<|>compound 2<|>2,GUXQAS,10.1021/cg801188r
[Zn(L2)(p-BDC)]·4H2O<|>compound 5,TISNEQ,10.1021/cg400934z
[Zn2(L2)(BTEC)]<|>compound 7,VOFNAH,10.1021/cg400934z
Co2(m-dobdc)<|>Co2(m-dobdc) framework,KOSJAF,10.1021/ja506230r
Ni2(m-dobdc)<|>Ni2(m-dobdc) framework,KOSLUB,10.1021/ja506230r
Ph2BiOEt<|>catena-((μ2-Ethoxo)-diphenyl-bismuth),EGAHOK,10.1021/ma071797i
{MnII2(pzdo)(H2O)4[NbIV(CN)8]}·5H2O<|>2,HIWKII,10.1021/ic7018132
{MnII2(pz)2(H2O)4[NbIV(CN)8]}·pz·3H2O<|>1,HIWKEE,10.1021/ic7018132
"Ni3(btc)2(4-picoline)6(1,2-pd)6<|>3",HUYKAN,10.1021/ic025775i
Ni3(btc)2(py)6(eg)6<|>A,HUYJUG,10.1021/ic025775i
"Ni3(btc)2(py)6(meso-2,3-butanediol)3<|>4",HUYKER,10.1021/ic025775i
Ni3(btc)2(py)6(R-Phenyl-ethyleneglycol)3<|>6,HUYKIV,10.1021/ic025775i
"Ni3(btc)2(py)6(1,2,6-hexanetriol)3<|>7",HUYKOB,10.1021/ic025775i
Ni3(btc)2(py)6(glycerol)<|>8,HUYKUH,10.1021/ic025775i
"Ni3(btc)2(py)6(1,4-butanediol)4<|>1",HUYJOA,10.1021/ic025775i
Pb2(C14H12N3O3)2(OAc)2(H2O)2<|>Compound 2,PUQFAJ,10.1021/cg9000945
{[Zn2(L)]·4H2O}∞<|>[Zn2(L)]∞<|>[Zn2(L)]∞·0.55Benzene,HENYUV,10.1021/ja060946u
Eu(O3PCH2−NC5H9−COO)(H2O)2·xH2O<|>compound 1,BUGSEC,10.1021/cg900475q
Gd(O3PCH2−NC5H9−COO)(H2O)2·xH2O<|>compound 2,BUGSIG,10.1021/cg900475q
Tb(O3PCH2−NC5H9−COO)(H2O)2·xH2O<|>compound 3,BUGSOM,10.1021/cg900475q
Dy(O3PCH2−NC5H9−COO)(H2O)2·xH2O<|>compound 4,BUGSAY,10.1021/cg900475q
Ce-UiO-66-BPyDC,JALLIU,10.1021/acs.cgd.6b01512
Ce-DUT-67-PZDC,JALLEQ,10.1021/acs.cgd.6b01512
Ce-MOF-808,JALLOA,10.1021/acs.cgd.6b01512
[UO2(SB)­(H2O)]2·pyz<|>Compound 2,CEMQUI,10.1021/ic3022744
[(UO2)2Cu2(SB)4(bipym)­(H2O)4]<|>Compound 11,CEMPAN,10.1021/ic3022744
[Y(OAc)3]2(H2O)<|>compound 2,CEBFUL,10.1021/ic0505192
"Zn(1,4-bdc)(2,6-bip)·2H2O<|>Compound 1",UVAPAJ,10.1021/cg101453m
"Zn(1,4-bdc)(2,6-bip)·DMF<|>Compound 2",UVAPEN,10.1021/cg101453m
SSZ-51<|>Al4(PO4)4F·C7N2H11·0.5H2O,BICPOT,10.1021/cm0353005
"[{Me2Sn(trans-e,e-1,4-chdca)}]<|>compound 9",RUFSIW,10.1021/cg501629n
"[{Me2Sn(cis,cis-e,e,e-1,3,5-chtca)}]<|>compound 11",RUFSUI,10.1021/cg501629n
Ni3(OH)2(tp)2(H2O)2<|>compound 2,NIWQIV,10.1021/ic402106v
SNNU-50,UDANEV,10.1021/acs.cgd.6b01744
WUF-16,ZIQWUU,10.1021/acs.cgd.8b01347
dia-7i-1-Co<|>Co(L1),JODFOZ,10.1021/ja500005k
dia-7i-1-Zn<|>Zn(L1),UVASAM01,10.1021/ja500005k
dia-4i-3-b<|>Co(L3),JODGAM,10.1021/ja500005k
dia-4i-3-a<|>Co(L3),JODGEQ,10.1021/ja500005k
dia-5i-3<|>Co(L3),ODIZOQ01,10.1021/ja500005k
Cd(tcm)(hmt)(H2O)<|>compound 1,JOSQEN,10.1021/ic980059v
1<|>compound 1,COXTAM,10.1021/ic5013186
{[Zn2(L)2(bpp)]·2H2O·2EtOH}(n1)<|>MOF1<|>case1,WORSUT,10.1021/ic502219y
{[Cd2(L)2(bpp)]·2H2O·EtOH}(n2)<|>MOF2<|>case2,JUGLAA,10.1021/ic502219y
{[Cd(L)(bpe)0.5]·1.5H2O·DMF}(n5)<|>MOF5<|>case5,WORTAA,10.1021/ic502219y
Ga4(PO4)4F·N2C7H11·1/2H2O,NENFAN,10.1021/cm000971d
Cd2Cl2(H2O)4(H2L),ISEBEN,10.1021/ic030320u
{[MnII(imidazole)]2[WIV(CN)8]}<|>1<|>1-8H<|>1reh,VITBOS,10.1021/jacs.8b09322
1<|>network 1<|>structure 1,NALYEG,10.1021/ic2021963
[Y­(Hsfpip)­(suc)0.5(H2O)3]·nn(H2O)<|>compound 9,DUJVOV,10.1021/acs.cgd.5b00117
{[Cu4.5(μ3-OH)(dmtrz)3(m-bdc)2.5(H2O)2(CH3OH)(DMF)]·DMF·5H2O}<|>MAC-8,RUFZOJ,10.1021/acs.cgd.5b00018
{[Cu5(μ3-OH)(dmtrz)3(bdc)3(H2O)4]·3H2O}<|>MAC-9,RUFZID,10.1021/acs.cgd.5b00018
Zn–Zn,ICAWAM,10.1021/ic201124c
Complex 3<|>C14H24CdN10O10,SACNUI,10.1021/acs.cgd.5b01257
[(L4c)2Co2(O2C(C6H4)2CO2)]∞<|>5<|>[(L4c)2Co2(O2C(C6H4)2CO2)]∞,DOGMES,10.1021/ic701718b
{[(+)-tfc]2Zn·1}<|>zigzag polymer,QITCEB,10.1021/ic991315m
{[(+)-tfc]2Zn·3}<|>helical polymer,QITCIF,10.1021/ic991315m
Ag(im)<|>1c,RABVOF01,10.1021/cg060048+
"[Zn7(trz)6(1,2,4,5-BTC)2(H2O)6]·8H2O<|>compound 5",TISKOW,10.1021/cg070593q
[Cd5(trz)6(OAc)2Cl2(H2O)2]·2H2O<|>compound 4,TISLIR,10.1021/cg070593q
Zn2(trz)2(ox)<|>compound 2,TISLAJ,10.1021/cg070593q
Cd3(trz)2(suc)Cl2<|>compound 3,TISLEN,10.1021/cg070593q
Cd3Htma3·8H2O<|>complex 3,ODOXEK,10.1021/ic010794y
CaCu(HCOO)4<|>Ca2Cu(HCOO)6,VUKRUO,10.1021/ic00039a046
GWMOF-11<|>title compound,QITYOI,10.1021/cg700741v
[Ni2.5(OH)(l-Asp)2]·6.55H2O<|>compound 2,VEQBID,10.1021/ja062743b
[(UO2)3Ag2(thftc)2(H2O)2]·2H2O<|>complex 3,AYATUR,10.1021/acs.cgd.6b01312
[(UO2)3(Hthftc)2(H2O)2]·2CH3CN<|>complex 2,AYATOL,10.1021/acs.cgd.6b01312
[UO2Pb(thftc)(H2O)]<|>complex 4,AYAVAZ,10.1021/acs.cgd.6b01312
[UO2Pb(thftc)(H2O)2]·H2O<|>complex 5,AYAVED,10.1021/acs.cgd.6b01312
(Ph3PMe)2[Cd2(TCNQ)3],KOBFIR,10.1021/cg800048e
{[Ag14(2-pytz)12(H2O)4][H4PMo12O40]2}·2H2O<|>Compound 2,PATMAA,10.1021/cg201478y
{[Ag6(2-pytz)4(H2O)4][H2SiW12O40)]}·6H2O<|>Compound 3,PATMEE,10.1021/cg201478y
1<|>compound 1,EXAPEA,10.1021/acs.inorgchem.6b01632
[Mn6(CO3)12(CH6N3)8]Na3[N(CH3)4]·3H2O,IWAYEK,10.1021/ja038904i
[Co6(CO3)12(CH6N3)8]Na3[N(CH3)4]·2H2O,IWAYOU,10.1021/ja038904i
[Zn6(CO3)12(CH6N3)8]Na3[N(CH3)4]·2H2O,IWAZEL,10.1021/ja038904i
[Ni6(CO3)12(CH6N3)8]Na3[N(CH3)4]·2H2O,IWAYUA,10.1021/ja038904i
[Fe6(CO3)12(CH6N3)8]Na3[N(CH3)4]·2H2O,IWAYIO,10.1021/ja038904i
[Mg6(CO3)12(CH6N3)8]Na3[N(CH3)4]·2H2O,IWAXUZ,10.1021/ja038904i
[Cd6(CO3)12(CH6N3)8]Na3[N(CH3)4]·5H2O,IWAZIP,10.1021/ja038904i
IRMOF-18,AXUBAW,10.1021/ja049408c
GWMOF-3,FEYQIK,10.1021/ic048755k
GWMOF-6,FEYQUW,10.1021/ic048755k
[Tb(TCBA)(H2O)2]2·DMF<|>compound 1<|>1,KOKFOI,10.1021/acs.inorgchem.9b01008
Er(H2O)2(ip)(L3)0.5<|>compound 6,TIKKEE,10.1021/cg0608615
[Cu4L(H2O)4]·2DMF·10H2O<|>compound 1,GERWEH,10.1021/cg301319u
MOF-Mn<|>MOF-Mn.4,RANWAH,10.1021/acs.cgd.6b01716
{[Mn(hfac)2]2(tetranitroxide)},TIFDOB,10.1021/ja016133h
Ni-MOF<|>[Ni­(pa)­(bib)]∞,YERGIO,10.1021/acs.cgd.7b01463
Cu-MOF<|>[Cu­(pa)­(bib)]∞,YERGAG,10.1021/acs.cgd.7b01463
Fe2(dobdc)<|>Fe2(O2)2(dobdc)<|>Fe2(O2)(dobdc),GUVZII,10.1021/ja205976v
{[Zn(L1)(H2O)2(NO3)2]·2(CH3CN)2}n<|>compound 2,ASAFEF,10.1021/cm030037t
{[S@Cd6L6]·9H2O}(n1)<|>complex 1<|>MOF1,LAWHOJ,10.1021/acs.inorgchem.6b02863
{[S@Cd6L6]·6H2O}(n2)<|>complex 2<|>MOF2,LAWHUP,10.1021/acs.inorgchem.6b02863
Ni2(ATC)(H2O)4·(H2O)4<|>MOF-34,PUWCOZ,10.1021/ja010825o
Zn2(ATB)(H2O)·(H2O)3(DMF)3<|>MOF-33,PUWCIT,10.1021/ja010825o
Zn2(ATC)·(C2H5OH)2(H2O)2<|>MOF-35,PUWCUF,10.1021/ja010825o
Zn3O(BTC)2·(HTEA)2<|>MOF-38,PUWDOA,10.1021/ja010825o
Zn3(TATB)2(H2O)2·4DMF·6H2O<|>Compound 1<|>1,PIBNUK,10.1021/ic0624773
Cd3(TATB)2(H2O)2·7DMA·10H2O<|>Compound 2<|>2,PIBPIA,10.1021/ic0624773
[H2N(CH3)2][Zn3(TATB)2(HCOO)]·HN(CH3)2·3DMF·3H2O<|>Compound 3<|>3,PIBPAS,10.1021/ic0624773
Compound 3<|>C13H17NO2S2Sn<|>C6H6,BOLFUE,10.1021/ic8007987
[Ag(mna)]6<|>hexanuclear silver(I) nicotinate cluster,ENERIY,10.1021/ic030149m
{[Cd(bpt)(Htma)(H2O)2]·5.5H2O}n<|>6,IDINUF,10.1021/ic060001d
[Ag(NO2)(L)],DANTIW,10.1021/ic048537r
ZAC-4<|>ZAC-5<|>ZAC-6,VONDEJ,10.1021/cg500568e
ZAT-3<|>ZAT-5,VONCIM,10.1021/cg500568e
ZAS-3<|>ZAS-5,LOQVIW01,10.1021/cg500568e
"{[Cd2(dcpp)­(2,2′-bipy)­(H2O)2]·​2H2O}<|>complex 3",LODKIA,10.1021/cg401601d
ZIF8<|>Zn(MeIM)2,OFERUN,10.1021/ja0691932
"[In4(4,4‘-bipy)3(HPO4)4(H2PO4)4]·4H2O<|>1",HIWLOO,10.1021/ic9715106
Ni3(OOCH)5Cl(OH2)<|>M3(OOCH)5Cl(OH2) (M = Ni),DEFNOU,10.1021/acs.chemmater.7b01755
{[Co(BIDPE)(bdc)]2·(H2O)2(DMF)}(n1)<|>compound 1,OKIPOO,10.1021/cg1008208
{[Cd(BIDPE)(bdc)]4·(H2O)4(DMF)2}(n2)<|>compound 2,OKIPUU,10.1021/cg1008208
{[Zn(BIDPE)(bdc)]2·(H2O)2(DMF)}(n3)<|>compound 3,OKIQAB,10.1021/cg1008208
{[Dy(HL)(H2L)(H2O)2]}n<|>complex 7,GIGBAA,10.1021/ic061620p
{[Ho(HL)(H2L)(H2O)2]}n<|>complex 8,GIGBII,10.1021/ic061620p
Ce-CAU-28,SALXIP,10.1021/acs.inorgchem.6b02969
{[Zn3(tci)2(btb)2(H2O)2]·6H2O}<|>compound 6,HELDEJ,10.1021/cg3006794
Mn(OCPA)(H2O)<|>compound 9,DAWSEB,10.1021/cg201197k
[Fe(btb)2(NCSe)2]·2H2O<|>complex 5,QIYSOH,10.1021/cg7010666
[Ag(L1)]<|>compound 1,WEBGIT,10.1021/ic991261g
Cu3[W(CN)8]2(pyrimidine)2·8H2O<|>compound 1,QEZZIF,10.1021/ja069353+
Cu3[W(CN)8]2(pyrimidine)2·3/2PrOH·9/4H2O<|>compound 2,QEZZOL,10.1021/ja069353+
[Co2L(H2O)2]·2.33H2O<|>compound 1,XAGCIS01,10.1021/ja0474190
[Zn3L(OH)2(H2O)1.33]·3H2O<|>compound 2,XAGCUE,10.1021/ja0474190
"[Zn3(L1)2(4,4′-bpy)2]·(Hn2O)2<|>compound 1",VIWHUG,10.1021/cg4007372
"[Zn3(L2)2(4,4′-bpy)(H2O)2]·(Hn2O)2<|>compound 2",VIWHOA,10.1021/cg4007372
[Zn3(L1)2(bix)3]·(Hn2O)7<|>compound 4,VIWJAO,10.1021/cg4007372
CP1<|>C40H40Br2CuN8O6,PAPPAZ,10.1021/cg201161q
CP3<|>C34H44Br2CuN8O6,PAPPIH,10.1021/cg201161q
CP4<|>C34H44Cl2CuN8O6,PAPPED,10.1021/cg201161q
Cu2(μ-H2O)2(μ4-pma)(MeNH2)4<|>compound 2,XOJZEC,10.1021/cg8005597
complex 1<|>1,ZEBDOB,10.1021/cg3007712
{[Cu(μ-pz23dc)(imd)]·3H2O}n<|>compound 9,VELFOI,10.1021/ic060221r
Na[Co(C7H11O6)3]·3CH3CH2OH·2.25H2O<|>compound 2,GAZLAW,10.1021/ic801500x
{[Zn4(μ3-OH)2(BTC)2(BBI4PY)2]·10H2O}<|>Zn-MOF,LUFVAM,10.1021/acs.inorgchem.9b03709
MIL-53as<|>CrIII(OH)·{O2C−C6H4−CO2}·{HO2C−C6H4−CO2H}0.75,MINVOU01,10.1021/ja0276974
MIL-53ht<|>CrIII(OH)·{O2C−C6H4−CO2},MINVUA01,10.1021/ja0276974
{[Cu2(L2)4Br2]·Br2·4H2O}∞<|>2,CIYZUG,10.1021/cg070506u
Zn4(pydc)4(DMF)2·3DMF<|>(1),IGINIX,10.1021/ic503047y
{[Er(bptcH)(H2O)2]·H2O}<|>compound 7,CAXDOW,10.1021/ic202063h
{[Dy(bptcH)(H2O)2]·H2O}<|>compound 5,CAXDEM,10.1021/ic202063h
{[Gd(bptcH)(H2O)2]·H2O}<|>compound 3,QATJEC01,10.1021/ic202063h
{[Ho(bptcH)(H2O)2]·H2O}<|>compound 6,CAXDIQ,10.1021/ic202063h
sc-ZnGA<|>single-crystalline ZnGA,XATNIP01,10.1021/cm035358j
[Cu2Br2(bipypy)]<|>compound 3,GOSGEA,10.1021/ic990132x
3•AgCF3SO3•PhH<|>32•AgCF3SO3,FUXCEI,10.1021/acs.cgd.5b00698
32•AgCF3SO3,FUXCOS,10.1021/acs.cgd.5b00698
1•AgSbF6•PhCH3,PUQDOW,10.1021/acs.cgd.5b00698
Rb2[(UO2)(o-IBA)3]2<|>compound 2,KEGVEA,10.1021/acs.inorgchem.7b01208
"[Zn3(tpp)2(3,3′-bpy)]·nDMF<|>compound 3",QAPZUF,10.1021/acs.cgd.7b00243
{Cu(μ-C6H5NHC4O3)2(CH3OH)2}n<|>compound 4,BEMWIA,10.1021/ic035193g
{Zn(μ-C6H5NHC4O3)2(CH3OH)2}n<|>compound 5,BEMWOG,10.1021/ic035193g
{Co(μ-C6H5NHC4O3)2(CH3OH)2}n<|>compound 2,BEMWAS,10.1021/ic035193g
{[H3O]2[Ce2(L)2(H2O)2]·2DMF·2H2O}∞<|>compound 1,ZEBMAW,10.1021/cg3006103
Cd(NioxH2)(SO4)(bpy)·(NioxH2)·(H2O)3<|>compound 4,CUKZAK,10.1021/cg900746w
UO2(C9H14O4)<|>Compound 3,RERQIP,10.1021/cg060329h
HKUST-1<|>Cu2(BTC)3,WULJUJ,10.1021/ja904782h
HKUST-1<|>Cu2(BTC)3,WULKAQ,10.1021/ja904782h
bis(S-methyl-L-cysteinato)zinc(II),MCYSZN,10.1021/ja00463a018
MOOFOUR-1-Ni,YEZKUL,10.1021/ja309452y
CROOFOUR-1-Ni,YEZKIZ,10.1021/ja309452y
CuII2(p-ClBA)4(pz)<|>crystal 1,MUTNAS,10.1021/acs.inorgchem.5b01168
[Zn(cpca)(H2O)]2·(H2O)<|>complex 1,AWIBOZ,10.1021/acs.cgd.6b00593
Ag(DCl)2<|>Ag(DR)2,OTARUX01,10.1021/cg101295p
[FeIIITCPPFeIIICsI]·nxDMF<|>MIL-141(Fe)<|>Compound 1,UGOFED,10.1021/cg501855k
[FeIIpzTCPP­(FeIIIOH)2]·nxDMF<|>Compound 4B,UGOFUT,10.1021/cg501855k
compound 2<|>2,SUHMEP,10.1021/ic502895u
"[Ag2(2,3′-tmbpt)(β-Mo8O26)0.5]<|>compound 1",ECOYIG,10.1021/ic300134z
"[Ag(3,4′-Htmbpt)(β-Mo8O26)0.5]<|>compound 6",ECOZIH,10.1021/ic300134z
MMPF-1<|>Three-Dimensional Porous Metal–Metalloporphyrin Framework,GAMXAV,10.1021/ja204339e
{[Co2(DPT)2(oba)2]·DMF·3H2O}<|>compound 5,PEKVAE,10.1021/cg3013014
δ-[Zn(Hmpba)2]·guest<|>1·g,GARQAU,10.1021/acs.cgd.7b00100
[Zn(Hmpba)2]<|>1′,GARQEY,10.1021/acs.cgd.7b00100
[Mn3(L)12(N3)4]·nnH2O<|>Complex 1,KAFPUE,10.1021/ic9021257
{[CuDy2(pdc)2(SO4)(H2O)6]•H2O}<|>complex 2<|>compound 2,COWVIU,10.1021/cg800848n
[Ho2(C4H4O4)3(H2O)2]·0.33(C7H6O3)<|>compound 1,IWOSAP,10.1021/ic102472u
{[Zn4(bpydb)3­(datz)2­(H2O)]­(DMF)4­(EtOH)5­(H2O)8}<|>compound 1<|>1a,RUGZAW,10.1021/cg501758a
ZnLCl2<|>3a,MIHKEU,10.1021/ic700428e
{Cu2[TTF­(py)4]2·(ClO4)2·2.5­(CH2Cl2)·1.5­(CH3CN)}(n7)<|>compound 7,DUYJIS,10.1021/acs.inorgchem.5b01803
bio-MOF-1,NUDLAA,10.1021/ja902972w
[Dy2(H2O)4Co2(H2O)2(QA)5]·6.5H2O<|>compound 3,RARYUF,10.1021/ic048266k
[Gd2(H2O)4Co2(H2O)2(QA)5]·6.5H2O<|>compound 2,RARYOZ,10.1021/ic048266k
[FeIIPd(CN)4(thiome)2]·2H2O<|>A·2H2O,HALPUI,10.1021/acs.inorgchem.6b01686
[FeIIPd(CN)4(thiome)2]<|>A,HALPOC01,10.1021/acs.inorgchem.6b01686
{[(ZnI2)3(1)2(2b)]·4(C6H5NO2)}(n3b)<|>3b,CIWSAD,10.1021/ja0752540
{[(ZnI2)3(1)2(2c)]·4(C6H5NO2)}(n3c)<|>3c,CIWRUW,10.1021/ja0752540
{[(ZnI2)3(1)2(2d)]·4(C6H5NO2)}(n3d)<|>3d,CIWRIK,10.1021/ja0752540
{[(ZnI2)3(1)2(2e)]·4(C6H5NO2)}(n3e)<|>3e,CIXBUH,10.1021/ja0752540
{[(ZnI2)3(1)2(2f)]·4(C6H5NO2)}(n3f)<|>3f,CIWROQ,10.1021/ja0752540
CPM-16-Co,WEBJIY,10.1021/ja305181y
CPM-17-Co,WEBKAR,10.1021/ja305181y
CPM-16-Ni,WEBJOE,10.1021/ja305181y
CPM-16-Mn,WEBJUK,10.1021/ja305181y
[Cu−3(ATTCA)2­(H2O)3]·2DMF·11H2O·12EtOH<|>complex 1,ASIVAB,10.1021/acs.inorgchem.6b00278
K[Mn(HCOO)3]<|>K–Mn formate,HOYDUW02,10.1021/ic501152j
[Al(OH)(O2C-C6H4-CO-C6H4-CO2)]<|>CAU-8,ZESZEE,10.1021/ic301961q
FJU-12<|>{[Cd12(Trz)8(DMF)2(H2O)4](BDC)9}·2(Me2NH2)·4DMF·16H2O,DUPJAB,10.1021/acs.cgd.5b00473
[Zn(bpeb)(bdc)]·2DEF<|>3,AKEDIF,10.1021/acs.cgd.6b00354
MIL-126<|>Fe3O(H2O)2(OH)[(O2C)-C12H8-(CO2)]3·n(solv),MIBMER,10.1021/cm300450x
{[Zn2(bdc-Cl2)2(dabco)]·solvents}<|>4 ⊃ solvents,OLEKUM,10.1021/ic101517t
Pt/Zn combination<|>structure type3,VIRVEY,10.1021/cg7008094
Y(BTC)(H2O)·(DMF)1.1<|>1a<|>1b,LAVSUY,10.1021/ic101294s
Tb(BTC)(H2O)·(DMF)1.1<|>2a<|>2b,LAVTAF,10.1021/ic101294s
Dy(BTC)(H2O)·(DMF)1.1<|>3a<|>3b,LAVTEJ,10.1021/ic101294s
Er(BTC)(H2O)·(DMF)1.1<|>4a<|>4b,LAVTOT,10.1021/ic101294s
Yb(BTC)(H2O)·(DMF)1.1<|>5a<|>5b,LAVTUZ,10.1021/ic101294s
{[Cd5(BDC) (PTAZ)8(DMF)2]·4DMF}<|>SNNU-12,UYAMOY,10.1021/acs.cgd.6b01097
[Cd(NO3)2(bppz)]n<|>Compound 5,KAQYEG,10.1021/ic990843v
{Cd(OAc)2(bppz)5}n<|>Compound 4,KAQYAC,10.1021/ic990843v
compound 2<|>2,CUHPUR,10.1021/ja906911q
[Zn(bbbt)(NCS)2]<|>polymer 2,GUWFUZ,10.1021/ic0259282
[Zn(pbbt)(NCS)2]<|>polymer 3,GUWGAG,10.1021/ic0259282
Cd3(PDB)2(OH)2(H2O)2<|>compound 2,IVAZOU,10.1021/ic035151s
[Zn­(pbda)­(bpa)0.5]<|>Compound 2,CUQNUZ,10.1021/acs.cgd.5b00642
[Zn­(pbta)0.5(bpp)­(H2O)]<|>Compound 6,HULZOF,10.1021/acs.cgd.5b00642
[Zn­(pbda)­(bpp)]<|>Compound 3,CUQPAH,10.1021/acs.cgd.5b00642
[Cu13(ta)16(μ3-OH)4(H2O)6]·2PMo12O40·14H2O<|>Compound 1,LECGIL,10.1021/ic3003299
"{[Cd­(1,2-bdc)­(L)­(H12O)]·H2O}<|>compound 1",GAPQEW,10.1021/acs.cgd.7b00001
"[Cd­(1,4-bdc)­(L)­(H12O)2]<|>compound 3",GAPQOG,10.1021/acs.cgd.7b00001
"[Cd­(1,4-pda)­(L)]<|>compound 5",GAPRAT,10.1021/acs.cgd.7b00001
[Zn2(HFIPBB)2(DPNDI)]·8DMF<|>compound 2,DIMQEX,10.1021/cg400454c
Cu3(TATB)2(H2O)3<|>compound 1<|>1,ACUFEK,10.1021/ja058777l
[Zn­(phtz)­(nic)]<|>compound 2,CUQPUB,10.1021/acs.cgd.5b00637
[Mn(bpm)(N3)2]n,QEKGIW,10.1021/ic990878v
[NH2(CH3)2]3·Cd2K­(NDC)4·​G<|>compound 3,FAVFUG,10.1021/acs.cgd.6b01808
[Cd(L2)2(ClO4)2]∞<|>1,GOHCIP,10.1021/ic981123b
[Cd(L2)2(NO3)2]∞<|>2,GOHCOV,10.1021/ic981123b
[Er4(L)3(H2O)9]·7H2O<|>compound 4,KIPJUQ,10.1021/cg400606z
[Yb4(L)3(H2O)9]·7H2O<|>compound 5,KIPKAX,10.1021/cg400606z
[Nd(HL)(H2O)]·2.5H2O<|>compound 3,KIPJOK,10.1021/cg400606z
[Ce(HL)(H2O)]·1.5H2O<|>compound 2,KIPJIE,10.1021/cg400606z
[Cu2(SCN)(4-pyt)]<|>compound 1,TISLOX,10.1021/cg070622x
[Ag2Cl2(4-pytH)]<|>compound 2,TISLUD,10.1021/cg070622x
[Cu4I4(2-pytH)]<|>compound 4,TISMEO,10.1021/cg070622x
[Ag2(Bmib)­I2]∞<|>IAM16-2,ASUCIC01,10.1021/acs.inorgchem.6b00999
[Ag2(Bmib)­Br2]∞<|>IAM16-1,ASUCOI01,10.1021/acs.inorgchem.6b00999
2<|>2a,ZARZAV,10.1021/ic101153c
Mn2(bpm)(N3)4<|>compound 3,NAJSUM02,10.1021/ic960969h
[Zn5(hfipbb)4(trz)2(H2O)2]<|>NNU-1,HADDOI,10.1021/acs.inorgchem.6b01809
Cu(pyz)2WO2F4·(pyz)(H2O)<|>CuW(pyz)2O2F4·(pyz)(H2O) Polymorph I,HIXDOH01,10.1021/ic980863h
SUMOF-6-Sm(as)<|>SUMOF-6-Sm,PEFRID,10.1021/cg300379u
SUMOF-6-Sm(dry),PEFRID01,10.1021/cg300379u
SUMOF-6-Gd(as)<|>SUMOF-6-Gd,PEFRUP,10.1021/cg300379u
SUMOF-6-Gd(dry),PEFRUP01,10.1021/cg300379u
[Cd2(4-HIBA)4]·H2O<|>complex 8,POSGEL,10.1021/cg401811c
[Cd(4-HIBA)2]·2DMF<|>complex 7,POSGAH,10.1021/cg401811c
[Zn(4-HIBA)2]·H2O<|>complex 9,POSGIP,10.1021/cg401811c
[Co(4-HIBA)2]·2DMF<|>complex 11,POSGUB,10.1021/cg401811c
Pb[OP(C6H5)2O]2<|>lead(II) bis(diphenylphosphinate),DPPOPB10,10.1021/ic50158a012
[Ln(atza)2(CH3OH)(H2O)Cl] (Ln = Pr)<|>compound 1,QUSDEO,10.1021/cg900807t
[Ln(atza)2(CH3OH)(H2O)Cl] (Ln = Nd)<|>compound 2,QUSDOY,10.1021/cg900807t
[Ln(atza)2(CH3OH)(H2O)Cl] (Ln = Sm)<|>compound 3,QUSDIS,10.1021/cg900807t
[Mg2DBIP(H2O)4(μ2-H2O)]·6H2O<|>compound 1,VIDWIQ,10.1021/cg301405r
[Cd3(DBIP)2]·(Me2NH2)2·(H2O)3<|>compound 3,VIDWAI,10.1021/cg301405r
{[La2(adipate)3(H2O)4]6H2O}n<|>compound 1<|>1,JOSNAG,10.1021/ic980014u
[TbCu(3-tzba)2(H2O)4]<|>Compound 3,DAWHOA,10.1021/cg200856e
[DyCu(3-tzba)2(H2O)4]<|>Compound 4,DAWHUG,10.1021/cg200856e
[GdCu(3-tzba)2(H2O)4]<|>Compound 2,DAWHIU,10.1021/cg200856e
[CN3H6]2[Cd(C4H4O4)2]<|>II,UGUXAV,10.1021/ic020333s
